# Citilinc geofenced bus stops, transcribed from the NMPML RTI reply
# (letter 3120/2026, 17 Aug 2026), annexure pages 137-166 of 198.
# The PDF is a 300 DPI scan with no text layer, so this table was read
# off the page rather than parsed. sr is the source table's own row number.
# sr|depot|city|name|lat|lon
1392|Nashik Road Depot|Nashik|Devi Mandir (D)|19.88955|73.83274
1393|Nashik Road Depot|Nashik|Vasti Naugaon Rd|19.93065|73.93547
1394|Nashik Road Depot|Nashik|Devaki Nandan Lawns|19.99828|73.89375
1395|Nashik Road Depot|Nashik|Sai Lawns|19.93614|73.82126
1396|Nashik Road Depot|Nashik|Aazad Nagar (D)|19.99982|73.88978
1397|Nashik Road Depot|Nashik|Ved Mandir (U)|19.99498|73.77401
1398|Nashik Road Depot|Nashik|Departmental Office CIDCO|19.96333|73.76549
1399|Nashik Road Depot|Nashik|Sainath Nagar (D)|19.97818|73.79009
1400|Nashik Road Depot|Nashik|Sathe Nagar (U)|19.94094|73.83542
1401|Nashik Road Depot|Nashik|Workshop (D)|19.89712|73.83165
1402|Nashik Road Depot|Nashik|Deolali Gaon (U)|19.94416|73.83574
1403|Nashik Road Depot|Nashik|Jogging Track|19.97640|73.78904
1404|Nashik Road Depot|Nashik|Deolali Gaon (D)|19.94471|73.83571
1405|Nashik Road Depot|Nashik|Anjaneri Phata (U)|19.95459|73.59171
1406|Nashik Road Depot|Nashik|Deolali Naka (D)|19.90449|73.83271
1407|Nashik Road Depot|Nashik|Sai Shradha Petrol Pump|19.92301|73.91856
1408|Nashik Road Depot|Nashik|Vednagari|20.05303|73.78803
1409|Nashik Road Depot|Nashik|Deolali Camp (Old)|19.90585|73.82576
1410|Nashik Road Depot|Nashik|Sai Vishwa Society|19.94902|73.84972
1411|Nashik Road Depot|Nashik|Samaj Mandir|19.96898|73.75693
1412|Nashik Road Depot|Nashik|Maharaja (U)|19.93376|73.83443
1413|Nashik Road Depot|Nashik|Saman Gaon|19.95247|73.88373
1414|Nashik Road Depot|Nashik|Deolali Railway Station (D)|19.89925|73.83268
1415|Tapovan Depot|Nashik|Andhshala (U)|19.96199|73.82739
1416|Tapovan Depot|Nashik|Deccan Petrol Pump (U)|19.97680|73.77715
1417|Nashik Road Depot|Nashik|Samarth Nagar (U)|20.00675|73.75494
1418|Tapovan Depot|Nashik|Chhatrapati Sambhaji Maharaj Chowk (U)|19.99181|73.76555
1419|Tapovan Depot|Nashik|Chhatrapati Sambhaji Maharaj Chowk (D)|19.99204|73.76576
1420|Tapovan Depot|Nashik|Datta Mandir (Pavan Nagar Road) (D)|19.98665|73.75781
1421|Nashik Road Depot|Nashik|Chhatrapati Sambhaji Maharaj Stadium|19.96078|73.75693
1422|Nashik Road Depot|Nashik|Sandip Foundation Admin Gate (U)|19.96879|73.66964
1423|Tapovan Depot|Nashik|Sangamner Phata (U)|19.84023|74.00158
1424|Tapovan Depot|Nashik|Sangamner Phata (D)|19.84016|74.00173
1425|Nashik Road Depot|Nashik|Vidhyut Nagar (U)|20.02091|73.79843
1426|Nashik Road Depot|Nashik|Datt Mandir (Satpur Mhada Rd)|19.97639|73.72701
1427|Nashik Road Depot|Nashik|Sangle Khadi Crusher|19.88253|73.94341
1428|Nashik Road Depot|Nashik|Datt Mandir Naygaon Rd|19.93456|73.93709
1429|Nashik Road Depot|Nashik|Vihit Gaon (U)|19.93664|73.83464
1430|Nashik Road Depot|Nashik|Datt Mandir (Morambi Rd)|19.85489|73.66307
1431|Nashik Road Depot|Nashik|Sanjiv Nagar|19.97002|73.73052
1432|Nashik Road Depot|Nashik|Shanti Nagar / Sanap Dairy (U)|20.04172|73.78023
1433|Nashik Road Depot|Nashik|Sansari Naka (D)|19.90721|73.83293
1434|Nashik Road Depot|Nashik|Datt Mandir (Konark Nagar)|20.02010|73.84696
1435|Nashik Road Depot|Nashik|Datt Mandir (Jategaon Rd)|19.92137|73.68238
1436|Nashik Road Depot|Nashik|Sanskruti Hotel (U)|19.97186|73.67994
1437|Tapovan Depot|Nashik|Dutt Chowk (U)|19.97126|73.76339
1438|Nashik Road Depot|Nashik|Santoshi Mata Mandir|20.09585|73.93446
1439|Nashik Road Depot|Nashik|Saptrang Society|20.03663|73.79467
1440|Tapovan Depot|Nashik|Aanandavalli (D)|20.01229|73.74785
1441|Nashik Road Depot|Nashik|Dasak (D)|19.98349|73.84476
1442|Nashik Road Depot|Nashik|Saptshrungi Hospital (D)|19.95508|73.76305
1443|Nashik Road Depot|Nashik|Sarswati Nagar Agra Road|20.02385|73.82995
1444|Nashik Road Depot|Nashik|Saraswati Nagar (U)|20.06658|73.89577
1445|Nashik Road Depot|Nashik|Vihit Gaon (D)|19.93664|73.83443
1446|Nashik Road Depot|Nashik|Laxmi Nagar (D)|19.98625|73.84522
1447|Nashik Road Depot|Nashik|Ashirwad (U)|19.95924|73.83095
1448|Nashik Road Depot|Nashik|Dak Bangla (Guest House)|19.94116|73.54190
1449|Nashik Road Depot|Nashik|Saraswati Nagar (D)|20.06629|73.89568
1450|Nashik Road Depot|Nashik|Dak Bangla (Guest House) (D)|19.94075|73.54117
1451|Nashik Road Depot|Nashik|Anand Baxi School|19.94714|73.83047
1452|Nashik Road Depot|Nashik|Dadasaheb Hall|19.98766|73.78996
1453|Nashik Road Depot|Nashik|Sarswati Nagar R.T.O Corner Road|20.02365|73.83005
1454|Nashik Road Depot|Nashik|Dadaji Kondev Nagar|20.01778|73.76154
1455|Nashik Road Depot|Nashik|Cynus Hospital|19.95338|73.76668
1456|Nashik Road Depot|Nashik|Sarul Fata|19.92161|73.71467
1457|Nashik Road Depot|Nashik|Satpur Bus Stand (U)|19.99050|73.73196
1458|Nashik Road Depot|Nashik|Satpur Colony (D)|19.99047|73.72494
1459|Nashik Road Depot|Nashik|Press Gate (D)|19.96556|73.83949
1460|Nashik Road Depot|Nashik|Khuntwad Nagar / CITU Bhavan (U)|19.98615|73.74939
1461|Nashik Road Depot|Nashik|Falke Smarak (D)|19.94665|73.74672
1462|Tapovan Depot|Nashik|Manpa Davakhana / Maharashtra Housing Colony Phata (D)|19.98970|73.72842
1463|Tapovan Depot|Nashik|Vijay Nagar (U)|19.96813|73.76018
1464|Nashik Road Depot|Nashik|R.D. Circle (U)|19.98633|73.77135
1465|Nashik Road Depot|Nashik|Police Commissioner (D)|20.00612|73.78114
1466|Tapovan Depot|Nashik|Satpur Police Station / Sakal Office (D)|19.99200|73.74291
1467|Tapovan Depot|Nashik|Ashok Sthambh|20.00622|73.78241
1468|Tapovan Depot|Nashik|Satpur Police Station / Sakal Office (U)|19.99160|73.74128
1469|Nashik Road Depot|Nashik|Sawant Chowk (U)|19.94944|73.77054
1470|Nashik Road Depot|Nashik|Amrutdham (D)|20.01613|73.82568
1471|Nashik Road Depot|Nashik|Civil Hospital (U)|19.99519|73.77902
1472|Nashik Road Depot|Nashik|Savarkar Chowk|19.97231|73.78504
1473|Tapovan Depot|Nashik|Savarkar Nagar (U)|19.98863|73.71934
1474|Nashik Road Depot|Nashik|Savarkar Nagar / Asaram Bapu Aashram|20.01882|73.75487
1475|Nashik Road Depot|Nashik|City Centre Mall|19.99044|73.76405
1476|Nashik Road Depot|Nashik|CIDCO Office (U)|19.97135|73.77139
1477|Nashik Road Depot|Nashik|Savarkar Nagar 1 (U)|20.01203|73.75341
1478|Nashik Road Depot|Nashik|Church|19.96735|73.78110
1479|Tapovan Depot|Nashik|Savarkar Nagar 1 (D)|20.01219|73.75324
1480|Tapovan Depot|Nashik|Savata Nagar (U)|19.98054|73.75533
1481|Nashik Road Depot|Nashik|AmrutDham (U)|20.01694|73.82600
1482|Nashik Road Depot|Nashik|Chunchale Fata|19.96813|73.73152
1483|Nashik Road Depot|Nashik|Shalimar (D)|19.99884|73.78601
1484|Tapovan Depot|Nashik|Vikhe Patil Engg. College (U)|19.89125|73.93318
1485|Nashik Road Depot|Nashik|Choudhary Builder|19.92309|73.88019
1486|Nashik Road Depot|Nashik|Aarti Company|19.95050|73.72658
1487|Nashik Road Depot|Nashik|Choudhary Buider ST Colony 2|19.92391|73.87874
1488|Nashik Road Depot|Nashik|Shani Mandir (Peth Rd)|20.01777|73.79370
1489|Tapovan Depot|Nashik|Shankar Chowk (U)|19.97948|73.75382
1490|Nashik Road Depot|Nashik|Shankar Nagar|19.99458|73.80557
1491|Nashik Road Depot|Nashik|Chitegaon Phata (D)|20.00477|73.95527
1492|Nashik Road Depot|Nashik|Chintamani Lowns|20.01485|73.76792
1493|Nashik Road Depot|Nashik|Shanti Nagar / Sanap Dairy (D)|20.04140|73.78035
1494|Nashik Road Depot|Nashik|Pushpak Nagar|20.05061|73.79927
1495|Nashik Road Depot|Nashik|Shewanta Lawns (U)|20.00281|73.84402
1496|Tapovan Depot|Nashik|Chincholi Phata (U)|19.90232|73.91698
1497|Tapovan Depot|Nashik|Xlo Point (U)|19.96318|73.73637
1498|Nashik Road Depot|Nashik|Chinchole Navin Gaon|19.96493|73.72732
1499|Tapovan Depot|Nashik|Shilapur (D)|19.99634|73.89894
1500|Tapovan Depot|Nashik|Chunchale Gaon|19.96540|73.72602
1501|Nashik Road Depot|Nashik|Chetna Nagar|19.96391|73.76623
1502|Nashik Road Depot|Nashik|Shiledar Wadi|20.09016|73.96273
1503|Nashik Road Depot|Nashik|Vikhe Patil Shala|19.97204|73.74151
1504|Nashik Road Depot|Nashik|Chemri No|19.97568|73.86791
1505|Nashik Road Depot|Nashik|6 No Naka (U)|19.92615|73.83394
1506|Nashik Road Depot|Nashik|Chehedi Shiv Road / Bogda (NRD) (D)|19.94106|73.85285
1507|Tapovan Depot|Nashik|Shinde Gaon (U)|19.91512|73.89854
1508|Nashik Road Depot|Nashik|Chehdi Pumping / Navmika School (U)|19.93680|73.85886
1509|Nashik Road Depot|Nashik|Amruta Nagar / Mauli Nagar|19.94223|73.75701
1510|Nashik Road Depot|Nashik|Chehdi Gaon|19.93523|73.86077
1511|Nashik Road Depot|Nashik|Shinde Mala (Peth Rd) (U)|20.05134|73.78900
1512|Tapovan Depot|Nashik|Chehedi (D)|20.00090|73.93701
1513|Nashik Road Depot|Nashik|Chehedi (U)|20.00102|73.93686
1514|Nashik Road Depot|Nashik|Shinde Nagar (D)|20.02299|73.78524
1515|Nashik Road Depot|Nashik|Chari (Chandgiri)|19.93241|73.91624
1516|Nashik Road Depot|Nashik|Vavi Ves (Shirdi Phata) (D)|19.84532|74.00290
1517|Nashik Road Depot|Nashik|Khode Nagar / Hirawadi (D)|20.01168|73.80437
1518|Tapovan Depot|Nashik|Chhatrapati Shivaji Maharaj Chowk (U)|19.97672|73.76941
1519|Nashik Road Depot|Nashik|Chhatrpati Shivaji Maharaj Nagar (D)|19.97460|73.84123
1520|Tapovan Depot|Nashik|Samta Nagar (D)|19.98942|73.72420
1521|Nashik Road Depot|Nashik|Saikheda Chofulli (D)|20.01164|74.00794
1522|Tapovan Depot|Nashik|Chhatrapati Shivaji Maharaj Nagar (Bardan Phata Road) (U)|20.00578|73.71162
1523|Nashik Road Depot|Nashik|Vikrikar Bhavan|19.94986|73.75862
1524|Nashik Road Depot|Nashik|Chhatrapati Shivaji Maharaj Putla|19.95157|73.84025
1525|Nashik Road Depot|Nashik|Shivkrupa Nagar (Khervadi)|20.04765|73.95898
1526|Nashik Road Depot|Nashik|Chandashi Fata|20.05426|73.74367
1527|Nashik Road Depot|Nashik|Shivrsta|19.92251|73.65720
1528|Nashik Road Depot|Nashik|Vilholi Gaon (D)|19.92491|73.71651
1529|Nashik Road Depot|Nashik|Chandak Circle|19.99304|73.77631
1530|Nashik Road Depot|Nashik|Chaitra Palvi Society|19.97977|73.80551
1531|Tapovan Depot|Nashik|Shopping Centre (U)|19.97505|73.77133
1532|Nashik Road Depot|Nashik|Vilholi Gaon (U)|19.92423|73.71653
1533|Nashik Road Depot|Nashik|Chade Gaon|19.95215|73.88064
1534|Nashik Road Depot|Nashik|Shubhechha Lawns|20.06175|73.80556
1535|Nashik Road Depot|Nashik|Siddheshwar Mandir|19.93693|73.82505
1536|Nashik Road Depot|Nashik|Aamrapali Lawns|19.97317|73.74624
1537|Nashik Road Depot|Nashik|Kapaleswar Nagar (D)|20.00712|73.82038
1538|Nashik Road Depot|Nashik|Nilgiri Bag (Siddhi Vinayak) (D)|20.00228|73.83098
1539|Nashik Road Depot|Nashik|Ceat (D)|20.00153|73.72361
1540|Nashik Road Depot|Nashik|Ambad Police Station|19.96577|73.76285
1541|Tapovan Depot|Nashik|Ceat (U)|20.00144|73.72358
1542|Nashik Road Depot|Nashik|Nilgiri Bag (Siddhi Vinayak) (U)|20.00204|73.83178
1543|Nashik Road Depot|Nashik|Siddhivinayak Service Station|20.05412|73.74068
1544|Nashik Road Depot|Nashik|Siddharth Hotel (U)|19.98447|73.80307
1545|Nashik Road Depot|Nashik|C.C.A. Nagar|20.03825|73.89240
1546|Nashik Road Depot|Nashik|Vinay Nagar|19.98031|73.79133
1547|Tapovan Depot|Nashik|CBS 2 (U)|20.00284|73.78337
1548|Nashik Road Depot|Nashik|Siemens (U)|19.95663|73.73502
1549|Nashik Road Depot|Nashik|CBS 1 (U)|20.00080|73.78304
1550|Nashik Road Depot|Nashik|Vincent School|19.97707|73.68820
1551|Tapovan Depot|Nashik|CBS 3 (U)|20.00322|73.78327
1552|Nashik Road Depot|Nashik|Sinhastha Nagar|19.96313|73.76068
1553|Tapovan Depot|Nashik|Carbon Vegetable Market (U)|20.00199|73.71712
1554|Nashik Road Depot|Nashik|Cement Factory|19.98639|73.89730
1555|Tapovan Depot|Nashik|Sinnar Bus Stand (U)|19.84429|73.99325
1556|Tapovan Depot|Nashik|Carbon Naka (U)|20.00235|73.71134
1557|Tapovan Depot|Nashik|Sinnar Mahavidyalaya (U)|19.85108|73.98565
1558|Nashik Road Depot|Nashik|Carbon Vegetable Market (D)|20.00209|73.71736
1559|Nashik Road Depot|Nashik|Satpur Colony (D)|19.98608|73.72407
1560|Nashik Road Depot|Nashik|Canal Chari No.14|20.04512|73.94269
1561|Tapovan Depot|Nashik|Sinnar Phata (U)|19.94768|73.84684
1562|Nashik Road Depot|Nashik|Vinchur Gavali Fata|20.03511|73.87619
1563|Nashik Road Depot|Nashik|Canal Sukena Road|20.09425|73.93960
1564|Tapovan Depot|Nashik|Yewalekar Mala (U)|20.00566|73.76451
1565|Nashik Road Depot|Nashik|Canal (Saiyad Pimpri)|20.04158|73.92284
1566|Nashik Road Depot|Nashik|Sinnar Stop|19.84363|73.99412
1567|Nashik Road Depot|Nashik|Canal Naygaon|19.94964|73.95652
1568|Nashik Road Depot|Nashik|Sinnar Phata|19.94996|73.84066
1569|Tapovan Depot|Nashik|Shirin Colony (D)|20.01434|73.73878
1570|Nashik Road Depot|Nashik|Ambad Gaon|19.96170|73.74324
1571|Nashik Road Depot|Nashik|Canal (Makhmalabad Rd)|20.02787|73.78358
1572|Nashik Road Depot|Nashik|Smashanbhumi|19.96127|73.74639
1573|Nashik Road Depot|Nashik|Snehvandan Park|20.00084|73.77906
1574|Nashik Road Depot|Nashik|Someshwar (D)|20.02169|73.72667
1575|Nashik Road Depot|Nashik|Canal (Jatra Hotel Rd)|20.01115|73.84380
1576|Nashik Road Depot|Nashik|Songiri Phata|19.94612|73.94567
1577|Nashik Road Depot|Nashik|Saubhagya Nagar (D)|19.92986|73.83399
1578|Nashik Road Depot|Nashik|ABB VIP (U)|20.00101|73.72810
1579|Tapovan Depot|Nashik|Canada Corner (U)|20.00285|73.77103
1580|Nashik Road Depot|Nashik|Saptashrungi Nagar|19.97502|73.83347
1581|Nashik Road Depot|Nashik|Sreeram Nagar|20.01933|73.84283
1582|Nashik Road Depot|Nashik|S.S.D. Nagar (D)|20.02192|73.81806
1583|Nashik Road Depot|Nashik|Bytco 1 (D)|19.95427|73.83713
1584|Nashik Road Depot|Nashik|Standing Kreshn|19.97468|73.86237
1585|Nashik Road Depot|Nashik|State Bank Colony (U)|19.99013|73.79018
1586|Nashik Road Depot|Nashik|Vishwas Bank|20.01758|73.75460
1587|Nashik Road Depot|Nashik|Bytco 2 (U)|19.95328|73.83759
1588|Nashik Road Depot|Nashik|State Bank (D)|19.96902|73.76924
1589|Nashik Road Depot|Nashik|Bridge River|19.98219|73.68434
1590|Nashik Road Depot|Nashik|Bridge|19.98825|73.74991
1591|Tapovan Depot|Nashik|Rajya Karmachari Society (D)|19.98957|73.71728
1592|Nashik Road Depot|Nashik|Bramha Valley College|19.95229|73.57727
1593|Nashik Road Depot|Nashik|Pappaya Nursery / Ambad Phata (D)|19.98479|73.72385
1594|Nashik Road Depot|Nashik|Brahmawade|19.92432|73.92986
1595|Nashik Road Depot|Nashik|ST Colony|19.85375|73.98240
1596|Nashik Road Depot|Nashik|Kaman (No. 6 Chari) (D)|19.99929|73.85912
1597|Nashik Road Depot|Nashik|Bramha Valley College 1|19.95243|73.57749
1598|Nashik Road Depot|Nashik|Vithoba Niwas|19.92137|73.67774
1599|Nashik Road Depot|Nashik|Borgad Air Force|20.05746|73.79883
1600|Nashik Road Depot|Nashik|ST Colony - Gangapur Rd (D)|20.01150|73.75993
1601|Tapovan Depot|Nashik|Aakash Petrol Pump (D)|20.03941|73.80474
1602|Nashik Road Depot|Nashik|Bodle City|19.97938|73.80758
1603|Nashik Road Depot|Nashik|Stop No. 1|20.09884|73.93308
1604|Nashik Road Depot|Nashik|Saint Filomina (D)|19.96141|73.83914
1605|Nashik Road Depot|Nashik|Bodhale Nagar (U)|19.98098|73.80630
1606|Nashik Road Depot|Nashik|Saint Filomina (U)|19.96152|73.83895
1607|Nashik Road Depot|Nashik|S. T. Workshop|20.04354|73.79345
1608|Nashik Road Depot|Nashik|Sukhena Stand|20.07837|74.01295
1609|Nashik Road Depot|Nashik|Aligned Society|20.01955|73.75534
1610|Nashik Road Depot|Nashik|Blue Cross|19.94705|73.74076
1611|Nashik Road Depot|Nashik|Blairaj City|20.02063|73.83361
1612|Nashik Road Depot|Nashik|Surbhi Colony (D)|19.98380|73.74857
1613|Nashik Road Depot|Nashik|Rukhmini Mangal Karyalaya (D)|20.02026|73.78644
1614|Nashik Road Depot|Nashik|Bytco 1 (U)|19.95368|73.83812
1615|Nashik Road Depot|Nashik|Bijnes Center|19.98455|73.77441
1616|Nashik Road Depot|Nashik|Suryasoham Society (D)|20.05318|73.79968
1617|Nashik Road Depot|Nashik|Suryavanshi Colony|20.01470|73.83192
1618|Nashik Road Depot|Nashik|Wadhane Colony|20.05257|73.80476
1619|Nashik Road Depot|Nashik|Manapa Shala|20.01116|73.82901
1620|Nashik Road Depot|Nashik|Swami Jananardan Math|20.00831|73.81635
1621|Nashik Road Depot|Nashik|Swami Janardan Math|20.00849|73.81620
1622|Nashik Road Depot|Nashik|Bidi Kamgar Chowk|20.01123|73.82592
1623|Nashik Road Depot|Nashik|Swami Samarth Nagar (D)|20.02351|73.83880
1624|Nashik Road Depot|Nashik|Xlo Point Satpur Road|19.96283|73.73513
1625|Nashik Road Depot|Nashik|Bhujbal Knowledge City|20.04222|73.84948
1626|Tapovan Depot|Nashik|Symbiosis College|19.96024|73.75458
1627|Nashik Road Depot|Nashik|Akshata Lawns|20.03129|73.81571
1628|Tapovan Depot|Nashik|Bhujbal Farm (D)|19.97911|73.77911
1629|Nashik Road Depot|Nashik|Wadivarhe Phata|19.86208|73.68411
1630|Nashik Road Depot|Nashik|Bhor Mala|19.95001|73.85453
1631|Nashik Road Depot|Nashik|Tadge Vasti / Mamacha Mala|20.05013|73.76662
1632|Nashik Road Depot|Nashik|Bhavani Nagar|19.93284|73.78974
1633|Nashik Road Depot|Nashik|Takli Phata (D)|20.00816|73.97313
1634|Nashik Road Depot|Nashik|Takli Phata (U)|20.00812|73.97237
1635|Nashik Road Depot|Nashik|Bhatia (U)|19.92087|73.83355
1636|Nashik Road Depot|Nashik|Nandur Shiv Road / Pawar Chowk|19.99505|73.83075
1637|Nashik Road Depot|Nashik|Aklhra Gate 2|19.97829|73.87770
1638|Nashik Road Depot|Nashik|Bharat Petrol Shinde|19.91865|73.88811
1639|Nashik Road Depot|Nashik|Bharat Petrol Pump Trimbak Road|19.97865|73.70052
1640|Nashik Road Depot|Nashik|Takli Village|19.98488|73.81754
1641|Nashik Road Depot|Nashik|Bharat Petrol Pump Sinnar Road|19.91894|73.88801
1642|Nashik Road Depot|Nashik|Bharat Petrol Pump Gangapur Road|20.03235|73.69642
1643|Nashik Road Depot|Nashik|Talegaon Phata|19.96198|73.64409
1644|Nashik Road Depot|Nashik|Tanhaji Nagar Bhor Mala|19.95130|73.85926
1645|Tapovan Depot|Nashik|Tapovan (U)|20.00871|73.81506
1646|Nashik Road Depot|Nashik|Akashwani Kendra|20.01498|73.75624
1647|Nashik Road Depot|Nashik|Bharat Nagar (U)|19.98446|73.78337
1648|Nashik Road Depot|Nashik|Wadivarhe Gaon|19.86216|73.67622
1649|Nashik Road Depot|Nashik|Bhairavnath Nagar|19.93509|73.81694
1650|Nashik Road Depot|Nashik|Tapovan Depot (U)|20.00691|73.81381
1651|Nashik Road Depot|Nashik|8 wa Mile Mumbai Road|19.91613|73.71128
1652|Nashik Road Depot|Nashik|Bhairavnath Mandir|20.02913|73.98718
1653|Nashik Road Depot|Nashik|Bhagwat Mala Kanol|19.91922|73.90387
1654|Nashik Road Depot|Nashik|Tarwala Nagar (D)|20.02588|73.80073
1655|Nashik Road Depot|Nashik|Aakash Petrol Pump (U)|20.03884|73.80439
1656|Nashik Road Depot|Nashik|Bhagwat Mala|19.94675|73.91696
1657|Nashik Road Depot|Nashik|Maharashtra Bank|19.97193|73.82081
1658|Tapovan Depot|Nashik|Maharana Pratap Chowk (U)|19.97381|73.76598
1659|Tapovan Depot|Nashik|Satpur Colony (U)|19.99061|73.72520
1660|Nashik Road Depot|Nashik|Mahamarg (U)|19.98728|73.78514
1661|Nashik Road Depot|Nashik|Mahale Petrol Pump|19.95894|73.75620
1662|Nashik Road Depot|Nashik|Maharashtra Police Academy (M.P.A) (U)|19.99437|73.76015
1663|Nashik Road Depot|Nashik|Bhagur|19.87971|73.83304
1664|Nashik Road Depot|Nashik|Savarkar Chowk 1|19.97509|73.76733
1665|Nashik Road Depot|Nashik|Tata Motors|19.94904|73.74935
1666|Tapovan Depot|Nashik|Mico Davakhana (D)|20.01603|73.79675
1667|Nashik Road Depot|Nashik|Mahatmanagar (U)|19.99716|73.75416
1668|Tapovan Depot|Nashik|Mahalakshmi Nagar (U)|19.96753|73.74153
1669|Nashik Road Depot|Nashik|Canol Road / Mahadevpur|20.04202|73.68853
1670|Tapovan Depot|Nashik|Mahatmanagar (D)|19.99736|73.75403
1671|Tapovan Depot|Nashik|A.B.B Circle (U)|19.99350|73.75243
1672|Tapovan Depot|Nashik|Shramik Nagar (U)|19.99636|73.71148
1673|Nashik Road Depot|Nashik|Bhagavantha City|19.98706|73.78814
1674|Nashik Road Depot|Nashik|Mahadev Mandir (Mhasrul Road) (U)|20.04901|73.80099
1675|Nashik Road Depot|Nashik|Mahendra House (D)|19.96101|73.76293
1676|Nashik Road Depot|Nashik|Mahiravani (U)|19.96585|73.65999
1677|Nashik Road Depot|Nashik|Madsangavi Gaon (D)|20.00067|73.87349
1678|Nashik Road Depot|Nashik|Mahiravani (D)|19.96596|73.66003
1679|Nashik Road Depot|Nashik|Mohdari (D)|19.88544|73.94117
1680|Tapovan Depot|Nashik|Mico (U)|19.99329|73.73023
1681|Nashik Road Depot|Nashik|Tawali Fata|20.06105|73.78342
1682|Nashik Road Depot|Nashik|Madsangavi (D)|20.00069|73.86900
1683|Nashik Road Depot|Nashik|Madhuban Colony (D)|20.01633|73.78771
1684|Tapovan Depot|Nashik|Mico Davakhana (U)|20.01720|73.79697
1685|Nashik Road Depot|Nashik|TDK Company|20.00446|73.73789
1686|Nashik Road Depot|Nashik|Lokmat (D)|19.95189|73.75057
1687|Nashik Road Depot|Nashik|Mai Lele School (U)|20.01233|73.76971
1688|Nashik Road Depot|Nashik|Makhamalabad (D)|20.04796|73.77366
1689|Nashik Road Depot|Nashik|Dongare Vastigrah / Lokmanya Nagar|20.00674|73.77336
1690|Nashik Road Depot|Nashik|Makhamalabad Link Road Dindori Road|20.05059|73.80551
1691|Nashik Road Depot|Nashik|Lokhande Mala / Mhasoba Mandir|19.97411|73.82983
1692|Nashik Road Depot|Nashik|Lilawati Hospital|20.03729|73.78214
1693|Nashik Road Depot|Nashik|Makhamalabad Link Road (U)|20.05017|73.80524
1694|Nashik Road Depot|Nashik|Makhamalabad Link Road Panchwati Road|20.05062|73.80575
1695|Nashik Road Depot|Nashik|Makhamalabad Naka Maturi Road|20.04677|73.79163
1696|Nashik Road Depot|Nashik|Beze Phata|19.95552|73.60101
1697|Tapovan Depot|Nashik|Lekha Nagar (U)|19.97329|73.77325
1698|Nashik Road Depot|Nashik|Sinnar (Tahsil Karyalaya Awar)|19.84804|74.00383
1699|Nashik Road Depot|Nashik|Laxtara Petrol Pump|20.07040|73.67848
1700|Nashik Road Depot|Nashik|Rau Hotel Peth Road (Maruti Mandir) (D)|20.04620|73.79222
1701|Nashik Road Depot|Nashik|Makhmalabad Naka (U)|20.01201|73.79002
1702|Tapovan Depot|Nashik|L&T Phata / Malegaon Phata (U)|19.86507|73.96489
1703|Tapovan Depot|Nashik|Adivasi Bhawan (U)|19.99617|73.78202
1704|Tapovan Depot|Nashik|Bafna Bajar / Laxmi Nagar (D)|20.01764|73.82860
1705|Nashik Road Depot|Nashik|Laxman Township|19.97308|73.73780
1706|Nashik Road Depot|Nashik|Malegaon Stand (D)|20.00995|73.79160
1707|Nashik Road Depot|Nashik|Bengaon Dhanaga Phata|19.97384|73.68592
1708|Tapovan Depot|Nashik|Lavhate Nagar (U)|19.95119|73.82542
1709|Nashik Road Depot|Nashik|Manapa Shala No 79|19.94231|73.71390
1710|Nashik Road Depot|Nashik|Mangir Baba Temple|19.97792|73.89264
1711|Nashik Road Depot|Nashik|Lathe Nagar (D)|20.01844|73.81245
1712|Nashik Road Depot|Nashik|Mankar Mala|19.95264|73.87675
1713|Nashik Road Depot|Nashik|Wadivarhe Police Station|19.86168|73.67927
1714|Nashik Road Depot|Nashik|Lalapadi Phata (D)|20.00172|73.94225
1715|Nashik Road Depot|Nashik|Lalapadi Phata (U)|20.00178|73.94172
1716|Nashik Road Depot|Nashik|Maniyar Baba (D)|20.03782|73.90526
1717|Nashik Road Depot|Nashik|More Vasti (D)|19.96125|73.82221
1718|Nashik Road Depot|Nashik|Indiranagar Bogda (D)|19.98008|73.77888
1719|Nashik Road Depot|Nashik|Belgaon Dhaga Phata|19.97356|73.68547
1720|Tapovan Depot|Nashik|Lakhalgaon (D)|20.00000|73.92266
1721|Nashik Road Depot|Nashik|Telephone Exchange|20.02247|73.84228
1722|Nashik Road Depot|Nashik|Lahuji Nagar|19.94433|73.71536
1723|Nashik Road Depot|Nashik|Manudevi (U)|20.05334|73.88228
1724|Nashik Road Depot|Nashik|Kumbharwadi|20.05021|73.68510
1725|Tapovan Depot|Nashik|Kulkarni Garden (U)|20.00199|73.77366
1726|Nashik Road Depot|Nashik|Manudevi (D)|20.05305|73.88227
1727|Nashik Road Depot|Nashik|Manur Phata (D)|19.99785|73.84966
1728|Nashik Road Depot|Nashik|Mari Mata Gate Sukena Phata|20.09834|73.93620
1729|Nashik Road Depot|Nashik|Belgaon Dhaga|19.96486|73.69296
1730|Nashik Road Depot|Nashik|Kulkarni Farm|20.05672|73.80573
1731|Nashik Road Depot|Nashik|Market Committee Nashik Road|20.01149|74.00611
1732|Nashik Road Depot|Nashik|Market Committee Saikheda Gaon|20.01158|74.00619
1733|Nashik Road Depot|Nashik|K T H M College (U)|20.00588|73.77750
1734|Nashik Road Depot|Nashik|Market Gate Ekalhara Road|19.95133|73.84795
